t,o,h,l,c,v,datetime_utc,datetime_est
1788475500000,4473.88,4474.19,4473.19,4473.97,160.0,2026-09-03 22:45:00+00:00,2026-09-03 18:45:00+00:00
1788475560000,4474.03,4474.11,4473.04,4473.05,128.0,2026-09-03 22:46:00+00:00,2026-09-03 18:46:00+00:00
1788475620000,4473.04,4474.11,4473.04,4473.54,157.0,2026-09-03 22:47:00+00:00,2026-09-03 18:47:00+00:00
1788475680000,4473.55,4473.69,4471.45,4472.04,221.0,2026-09-03 22:48:00+00:00,2026-09-03 18:48:00+00:00
1788475740000,4472.06,4474.95,4471.84,4474.41,262.0,2026-09-03 22:49:00+00:00,2026-09-03 18:49:00+00:00
1788475800000,4474.39,4475.09,4473.69,4473.91,250.0,2026-09-03 22:50:00+00:00,2026-09-03 18:50:00+00:00
1788475860000,4473.88,4474.61,4473.52,4474.49,204.0,2026-09-03 22:51:00+00:00,2026-09-03 18:51:00+00:00
1788475920000,4474.49,4475.68,4474.49,4474.81,239.0,2026-09-03 22:52:00+00:00,2026-09-03 18:52:00+00:00
1788475980000,4474.82,4475.89,4474.23,4474.23,172.0,2026-09-03 22:53:00+00:00,2026-09-03 18:53:00+00:00
1788476040000,4474.23,4474.57,4471.99,4474.57,348.0,2026-09-03 22:54:00+00:00,2026-09-03 18:54:00+00:00
1788476100000,4474.59,4474.6,4473.68,4474.21,118.0,2026-09-03 22:55:00+00:00,2026-09-03 18:55:00+00:00
1788476160000,4474.21,4474.72,4474.11,4474.32,101.0,2026-09-03 22:56:00+00:00,2026-09-03 18:56:00+00:00
1788476220000,4474.32,4475.17,4473.9,4475.16,111.0,2026-09-03 22:57:00+00:00,2026-09-03 18:57:00+00:00
1788476280000,4475.15,4475.27,4474.83,4474.97,94.0,2026-09-03 22:58:00+00:00,2026-09-03 18:58:00+00:00
1788476340000,4475.04,4475.12,4474.55,4474.55,82.0,2026-09-03 22:59:00+00:00,2026-09-03 18:59:00+00:00
1788476400000,4474.52,4476.04,4474.44,4476.04,148.0,2026-09-03 23:00:00+00:00,2026-09-03 19:00:00+00:00
1788476460000,4476.05,4476.08,4475.38,4475.54,132.0,2026-09-03 23:01:00+00:00,2026-09-03 19:01:00+00:00
1788476520000,4475.55,4476.7,4475.28,4476.52,128.0,2026-09-03 23:02:00+00:00,2026-09-03 19:02:00+00:00
1788476580000,4476.45,4476.53,4475.97,4476.36,112.0,2026-09-03 23:03:00+00:00,2026-09-03 19:03:00+00:00
1788476640000,4476.37,4476.62,4476.18,4476.58,108.0,2026-09-03 23:04:00+00:00,2026-09-03 19:04:00+00:00
1788476700000,4476.58,4476.62,4476.4,4476.51,77.0,2026-09-03 23:05:00+00:00,2026-09-03 19:05:00+00:00
1788476760000,4476.53,4476.91,4472.63,4472.67,232.0,2026-09-03 23:06:00+00:00,2026-09-03 19:06:00+00:00
1788476820000,4472.68,4475.43,4472.59,4475.37,284.0,2026-09-03 23:07:00+00:00,2026-09-03 19:07:00+00:00
1788476880000,4475.37,4476.82,4474.84,4476.82,93.0,2026-09-03 23:08:00+00:00,2026-09-03 19:08:00+00:00
1788476940000,4476.82,4477.68,4475.87,4475.87,228.0,2026-09-03 23:09:00+00:00,2026-09-03 19:09:00+00:00
1788477000000,4475.88,4476.16,4475.85,4476.01,81.0,2026-09-03 23:10:00+00:00,2026-09-03 19:10:00+00:00
1788477060000,4476.01,4476.01,4475.42,4475.88,81.0,2026-09-03 23:11:00+00:00,2026-09-03 19:11:00+00:00
1788477120000,4475.86,4475.88,4475.01,4475.05,66.0,2026-09-03 23:12:00+00:00,2026-09-03 19:12:00+00:00
1788477180000,4475.03,4475.1,4473.92,4474.61,189.0,2026-09-03 23:13:00+00:00,2026-09-03 19:13:00+00:00
1788477240000,4474.58,4474.61,4474.18,4474.26,112.0,2026-09-03 23:14:00+00:00,2026-09-03 19:14:00+00:00
1788477300000,4474.27,4475.13,4474.17,4474.41,162.0,2026-09-03 23:15:00+00:00,2026-09-03 19:15:00+00:00
1788477360000,4474.4,4474.4,4472.38,4472.6,182.0,2026-09-03 23:16:00+00:00,2026-09-03 19:16:00+00:00
1788477420000,4472.6,4473.44,4471.72,4473.11,190.0,2026-09-03 23:17:00+00:00,2026-09-03 19:17:00+00:00
1788477480000,4473.11,4473.45,4472.43,4472.43,110.0,2026-09-03 23:18:00+00:00,2026-09-03 19:18:00+00:00
1788477540000,4472.5,4473.46,4471.96,4473.46,137.0,2026-09-03 23:19:00+00:00,2026-09-03 19:19:00+00:00
1788477600000,4473.46,4473.46,4472.09,4472.6,106.0,2026-09-03 23:20:00+00:00,2026-09-03 19:20:00+00:00
1788477660000,4472.6,4472.63,4472.22,4472.54,98.0,2026-09-03 23:21:00+00:00,2026-09-03 19:21:00+00:00
1788477720000,4472.61,4472.88,4472.15,4472.54,166.0,2026-09-03 23:22:00+00:00,2026-09-03 19:22:00+00:00
1788477780000,4472.52,4473.19,4472.52,4472.89,155.0,2026-09-03 23:23:00+00:00,2026-09-03 19:23:00+00:00
1788477840000,4472.89,4472.89,4472.31,4472.37,134.0,2026-09-03 23:24:00+00:00,2026-09-03 19:24:00+00:00
1788477900000,4472.37,4472.86,4472.29,4472.53,112.0,2026-09-03 23:25:00+00:00,2026-09-03 19:25:00+00:00
1788477960000,4472.53,4473.13,4472.51,4473.13,99.0,2026-09-03 23:26:00+00:00,2026-09-03 19:26:00+00:00
1788478020000,4473.16,4473.5,4472.53,4472.79,121.0,2026-09-03 23:27:00+00:00,2026-09-03 19:27:00+00:00
1788478080000,4472.79,4473.91,4472.78,4473.91,145.0,2026-09-03 23:28:00+00:00,2026-09-03 19:28:00+00:00
1788478140000,4473.96,4474.61,4473.8,4473.86,142.0,2026-09-03 23:29:00+00:00,2026-09-03 19:29:00+00:00
1788478200000,4473.88,4474.74,4473.64,4474.72,93.0,2026-09-03 23:30:00+00:00,2026-09-03 19:30:00+00:00
1788478260000,4474.73,4476.12,4474.31,4476.03,207.0,2026-09-03 23:31:00+00:00,2026-09-03 19:31:00+00:00
1788478320000,4476.03,4476.17,4474.51,4474.51,225.0,2026-09-03 23:32:00+00:00,2026-09-03 19:32:00+00:00
1788478380000,4474.51,4475.01,4473.68,4474.56,165.0,2026-09-03 23:33:00+00:00,2026-09-03 19:33:00+00:00
1788478440000,4474.57,4475.09,4474.12,4474.87,165.0,2026-09-03 23:34:00+00:00,2026-09-03 19:34:00+00:00
1788478500000,4474.86,4475.21,4474.81,4475.07,115.0,2026-09-03 23:35:00+00:00,2026-09-03 19:35:00+00:00
1788478560000,4475.09,4477.86,4475.09,4477.85,219.0,2026-09-03 23:36:00+00:00,2026-09-03 19:36:00+00:00
1788478620000,4477.85,4478.29,4477.4,4477.65,203.0,2026-09-03 23:37:00+00:00,2026-09-03 19:37:00+00:00
1788478680000,4477.65,4477.94,4477.35,4477.36,125.0,2026-09-03 23:38:00+00:00,2026-09-03 19:38:00+00:00
1788478740000,4477.36,4478.09,4477.33,4477.88,94.0,2026-09-03 23:39:00+00:00,2026-09-03 19:39:00+00:00
1788478800000,4477.88,4478.33,4477.82,4478.26,75.0,2026-09-03 23:40:00+00:00,2026-09-03 19:40:00+00:00
1788478860000,4478.31,4478.35,4477.22,4477.23,77.0,2026-09-03 23:41:00+00:00,2026-09-03 19:41:00+00:00
1788478920000,4477.24,4477.28,4476.68,4476.98,143.0,2026-09-03 23:42:00+00:00,2026-09-03 19:42:00+00:00
1788478980000,4476.98,4477.31,4476.98,4477.07,89.0,2026-09-03 23:43:00+00:00,2026-09-03 19:43:00+00:00
1788479040000,4477.06,4477.42,4476.91,4477.4,173.0,2026-09-03 23:44:00+00:00,2026-09-03 19:44:00+00:00
1788479100000,4477.39,4477.39,4476.14,4476.16,231.0,2026-09-03 23:45:00+00:00,2026-09-03 19:45:00+00:00
1788479160000,4476.18,4476.94,4476.18,4476.82,85.0,2026-09-03 23:46:00+00:00,2026-09-03 19:46:00+00:00
1788479220000,4476.83,4476.89,4475.45,4475.72,187.0,2026-09-03 23:47:00+00:00,2026-09-03 19:47:00+00:00
1788479280000,4475.72,4475.99,4475.13,4475.63,118.0,2026-09-03 23:48:00+00:00,2026-09-03 19:48:00+00:00
1788479340000,4475.64,4475.8,4475.01,4475.08,241.0,2026-09-03 23:49:00+00:00,2026-09-03 19:49:00+00:00
1788479400000,4475.1,4479.01,4475.05,4478.71,290.0,2026-09-03 23:50:00+00:00,2026-09-03 19:50:00+00:00
1788479460000,4478.67,4479.53,4477.96,4478.46,298.0,2026-09-03 23:51:00+00:00,2026-09-03 19:51:00+00:00
1788479520000,4478.45,4478.45,4477.06,4477.1,172.0,2026-09-03 23:52:00+00:00,2026-09-03 19:52:00+00:00
1788479580000,4477.07,4477.31,4475.57,4475.73,261.0,2026-09-03 23:53:00+00:00,2026-09-03 19:53:00+00:00
1788479640000,4475.72,4477.26,4475.56,4477.24,165.0,2026-09-03 23:54:00+00:00,2026-09-03 19:54:00+00:00
1788479700000,4477.25,4479.72,4477.25,4479.3,257.0,2026-09-03 23:55:00+00:00,2026-09-03 19:55:00+00:00
1788479760000,4479.28,4479.75,4478.51,4478.56,186.0,2026-09-03 23:56:00+00:00,2026-09-03 19:56:00+00:00
1788479820000,4478.57,4479.68,4478.57,4479.68,224.0,2026-09-03 23:57:00+00:00,2026-09-03 19:57:00+00:00
1788479880000,4479.72,4479.91,4479.0,4479.68,209.0,2026-09-03 23:58:00+00:00,2026-09-03 19:58:00+00:00
1788479940000,4479.67,4480.36,4479.53,4480.12,145.0,2026-09-03 23:59:00+00:00,2026-09-03 19:59:00+00:00
1788480000000,4480.12,4480.42,4479.06,4479.47,430.0,2026-09-04 00:00:00+00:00,2026-09-03 20:00:00+00:00
1788480060000,4479.48,4480.16,4478.62,4479.33,310.0,2026-09-04 00:01:00+00:00,2026-09-03 20:01:00+00:00
1788480120000,4479.34,4480.15,4479.22,4479.46,297.0,2026-09-04 00:02:00+00:00,2026-09-03 20:02:00+00:00
1788480180000,4479.43,4479.87,4478.28,4479.23,349.0,2026-09-04 00:03:00+00:00,2026-09-03 20:03:00+00:00
1788480240000,4479.27,4481.07,4478.74,4481.05,303.0,2026-09-04 00:04:00+00:00,2026-09-03 20:04:00+00:00
1788480300000,4481.06,4482.33,4481.06,4482.12,473.0,2026-09-04 00:05:00+00:00,2026-09-03 20:05:00+00:00
1788480360000,4482.11,4483.08,4481.8,4482.07,439.0,2026-09-04 00:06:00+00:00,2026-09-03 20:06:00+00:00
1788480420000,4482.06,4482.06,4479.82,4481.24,376.0,2026-09-04 00:07:00+00:00,2026-09-03 20:07:00+00:00
1788480480000,4481.22,4481.63,4479.77,4480.47,306.0,2026-09-04 00:08:00+00:00,2026-09-03 20:08:00+00:00
1788480540000,4480.5,4481.03,4479.75,4480.08,231.0,2026-09-04 00:09:00+00:00,2026-09-03 20:09:00+00:00
1788480600000,4480.07,4480.68,4479.55,4480.32,221.0,2026-09-04 00:10:00+00:00,2026-09-03 20:10:00+00:00
1788480660000,4480.3,4481.42,4479.82,4480.81,354.0,2026-09-04 00:11:00+00:00,2026-09-03 20:11:00+00:00
1788480720000,4480.8,4481.34,4479.75,4481.23,343.0,2026-09-04 00:12:00+00:00,2026-09-03 20:12:00+00:00
1788480780000,4481.23,4482.69,4480.95,4482.29,270.0,2026-09-04 00:13:00+00:00,2026-09-03 20:13:00+00:00
1788480840000,4482.26,4483.3,4480.76,4480.89,277.0,2026-09-04 00:14:00+00:00,2026-09-03 20:14:00+00:00
1788480900000,4480.86,4481.03,4479.23,4479.38,334.0,2026-09-04 00:15:00+00:00,2026-09-03 20:15:00+00:00
1788480960000,4479.36,4479.45,4477.31,4477.72,316.0,2026-09-04 00:16:00+00:00,2026-09-03 20:16:00+00:00
1788481020000,4477.73,4477.73,4476.98,4477.58,254.0,2026-09-04 00:17:00+00:00,2026-09-03 20:17:00+00:00
1788481080000,4477.62,4477.62,4476.55,4476.73,185.0,2026-09-04 00:18:00+00:00,2026-09-03 20:18:00+00:00
1788481140000,4476.74,4477.23,4476.67,4477.1,221.0,2026-09-04 00:19:00+00:00,2026-09-03 20:19:00+00:00
1788481200000,4477.1,4478.91,4477.1,4478.14,324.0,2026-09-04 00:20:00+00:00,2026-09-03 20:20:00+00:00
1788481260000,4478.15,4478.25,4476.4,4477.65,222.0,2026-09-04 00:21:00+00:00,2026-09-03 20:21:00+00:00
1788481320000,4477.65,4478.72,4477.52,4478.69,234.0,2026-09-04 00:22:00+00:00,2026-09-03 20:22:00+00:00
1788481380000,4478.69,4479.77,4478.69,4478.85,299.0,2026-09-04 00:23:00+00:00,2026-09-03 20:23:00+00:00
1788481440000,4478.86,4479.03,4477.84,4477.84,266.0,2026-09-04 00:24:00+00:00,2026-09-03 20:24:00+00:00
1788481500000,4477.81,4477.82,4474.31,4476.5,400.0,2026-09-04 00:25:00+00:00,2026-09-03 20:25:00+00:00
1788481560000,4476.54,4476.78,4475.89,4476.78,270.0,2026-09-04 00:26:00+00:00,2026-09-03 20:26:00+00:00
1788481620000,4476.78,4476.95,4476.28,4476.31,244.0,2026-09-04 00:27:00+00:00,2026-09-03 20:27:00+00:00
1788481680000,4476.25,4476.25,4474.91,4475.9,249.0,2026-09-04 00:28:00+00:00,2026-09-03 20:28:00+00:00
1788481740000,4475.91,4476.29,4474.52,4474.58,224.0,2026-09-04 00:29:00+00:00,2026-09-03 20:29:00+00:00
1788481800000,4474.57,4475.05,4472.74,4474.32,470.0,2026-09-04 00:30:00+00:00,2026-09-03 20:30:00+00:00
1788481860000,4474.34,4474.86,4473.45,4474.43,269.0,2026-09-04 00:31:00+00:00,2026-09-03 20:31:00+00:00
1788481920000,4474.45,4475.22,4473.89,4474.92,198.0,2026-09-04 00:32:00+00:00,2026-09-03 20:32:00+00:00
1788481980000,4474.9,4475.97,4474.88,4475.86,297.0,2026-09-04 00:33:00+00:00,2026-09-03 20:33:00+00:00
1788482040000,4475.85,4479.54,4475.55,4479.34,398.0,2026-09-04 00:34:00+00:00,2026-09-03 20:34:00+00:00
1788482100000,4479.34,4479.53,4478.41,4479.09,275.0,2026-09-04 00:35:00+00:00,2026-09-03 20:35:00+00:00
1788482160000,4479.08,4479.28,4478.71,4478.96,221.0,2026-09-04 00:36:00+00:00,2026-09-03 20:36:00+00:00
1788482220000,4478.93,4479.02,4476.24,4476.26,312.0,2026-09-04 00:37:00+00:00,2026-09-03 20:37:00+00:00
1788482280000,4476.27,4477.49,4476.2,4476.56,314.0,2026-09-04 00:38:00+00:00,2026-09-03 20:38:00+00:00
1788482340000,4476.58,4476.69,4476.26,4476.27,150.0,2026-09-04 00:39:00+00:00,2026-09-03 20:39:00+00:00
1788482400000,4476.32,4478.33,4475.96,4477.49,308.0,2026-09-04 00:40:00+00:00,2026-09-03 20:40:00+00:00
1788482460000,4477.51,4478.09,4477.5,4478.09,258.0,2026-09-04 00:41:00+00:00,2026-09-03 20:41:00+00:00
1788482520000,4478.08,4479.47,4478.08,4479.17,374.0,2026-09-04 00:42:00+00:00,2026-09-03 20:42:00+00:00
1788482580000,4479.18,4481.05,4479.18,4480.81,308.0,2026-09-04 00:43:00+00:00,2026-09-03 20:43:00+00:00
1788482640000,4480.83,4482.22,4480.46,4482.22,279.0,2026-09-04 00:44:00+00:00,2026-09-03 20:44:00+00:00
1788482700000,4482.22,4483.01,4481.72,4482.95,296.0,2026-09-04 00:45:00+00:00,2026-09-03 20:45:00+00:00
1788482760000,4482.93,4484.18,4482.63,4484.18,321.0,2026-09-04 00:46:00+00:00,2026-09-03 20:46:00+00:00
1788482820000,4484.21,4484.94,4483.97,4484.93,327.0,2026-09-04 00:47:00+00:00,2026-09-03 20:47:00+00:00
1788482880000,4484.96,4485.03,4483.83,4483.96,328.0,2026-09-04 00:48:00+00:00,2026-09-03 20:48:00+00:00
1788482940000,4483.97,4484.01,4481.4,4481.4,247.0,2026-09-04 00:49:00+00:00,2026-09-03 20:49:00+00:00
1788483000000,4481.41,4481.79,4480.79,4481.41,286.0,2026-09-04 00:50:00+00:00,2026-09-03 20:50:00+00:00
1788483060000,4481.41,4482.6,4481.03,4482.32,309.0,2026-09-04 00:51:00+00:00,2026-09-03 20:51:00+00:00
1788483120000,4482.31,4482.53,4481.36,4482.46,186.0,2026-09-04 00:52:00+00:00,2026-09-03 20:52:00+00:00
1788483180000,4482.47,4484.3,4481.34,4481.47,420.0,2026-09-04 00:53:00+00:00,2026-09-03 20:53:00+00:00
1788483240000,4481.49,4482.74,4480.8,4482.03,414.0,2026-09-04 00:54:00+00:00,2026-09-03 20:54:00+00:00
1788483300000,4482.06,4486.6,4481.67,4486.33,484.0,2026-09-04 00:55:00+00:00,2026-09-03 20:55:00+00:00
1788483360000,4486.29,4486.61,4484.61,4485.08,323.0,2026-09-04 00:56:00+00:00,2026-09-03 20:56:00+00:00
1788483420000,4485.09,4485.81,4484.68,4485.81,294.0,2026-09-04 00:57:00+00:00,2026-09-03 20:57:00+00:00
1788483480000,4485.81,4486.72,4485.81,4486.09,267.0,2026-09-04 00:58:00+00:00,2026-09-03 20:58:00+00:00
1788483540000,4486.07,4487.25,4485.63,4486.37,395.0,2026-09-04 00:59:00+00:00,2026-09-03 20:59:00+00:00
1788483600000,4486.42,4487.39,4483.72,4484.96,1003.0,2026-09-04 01:00:00+00:00,2026-09-03 21:00:00+00:00
1788483660000,4484.94,4485.17,4481.86,4482.48,842.0,2026-09-04 01:01:00+00:00,2026-09-03 21:01:00+00:00
1788483720000,4482.47,4482.93,4480.49,4481.0,779.0,2026-09-04 01:02:00+00:00,2026-09-03 21:02:00+00:00
1788483780000,4480.92,4481.19,4478.25,4479.48,765.0,2026-09-04 01:03:00+00:00,2026-09-03 21:03:00+00:00
1788483840000,4479.47,4480.71,4478.01,4478.17,714.0,2026-09-04 01:04:00+00:00,2026-09-03 21:04:00+00:00
1788483900000,4478.04,4480.06,4475.72,4475.95,745.0,2026-09-04 01:05:00+00:00,2026-09-03 21:05:00+00:00
1788483960000,4475.96,4477.38,4475.17,4477.38,629.0,2026-09-04 01:06:00+00:00,2026-09-03 21:06:00+00:00
1788484020000,4477.4,4479.04,4476.96,4477.12,487.0,2026-09-04 01:07:00+00:00,2026-09-03 21:07:00+00:00
1788484080000,4477.12,4478.46,4477.12,4477.56,446.0,2026-09-04 01:08:00+00:00,2026-09-03 21:08:00+00:00
1788484140000,4477.55,4479.42,4477.12,4477.95,519.0,2026-09-04 01:09:00+00:00,2026-09-03 21:09:00+00:00
1788484200000,4477.88,4479.59,4477.45,4479.16,367.0,2026-09-04 01:10:00+00:00,2026-09-03 21:10:00+00:00
1788484260000,4479.14,4482.44,4478.49,4481.73,436.0,2026-09-04 01:11:00+00:00,2026-09-03 21:11:00+00:00
1788484320000,4481.76,4483.06,4480.78,4481.96,416.0,2026-09-04 01:12:00+00:00,2026-09-03 21:12:00+00:00
1788484380000,4481.99,4482.13,4477.73,4477.97,523.0,2026-09-04 01:13:00+00:00,2026-09-03 21:13:00+00:00
1788484440000,4477.99,4478.53,4474.44,4474.92,539.0,2026-09-04 01:14:00+00:00,2026-09-03 21:14:00+00:00
1788484500000,4474.92,4478.53,4474.47,4477.54,621.0,2026-09-04 01:15:00+00:00,2026-09-03 21:15:00+00:00
1788484560000,4477.53,4478.03,4476.23,4476.82,523.0,2026-09-04 01:16:00+00:00,2026-09-03 21:16:00+00:00
1788484620000,4476.83,4478.96,4476.83,4477.96,492.0,2026-09-04 01:17:00+00:00,2026-09-03 21:17:00+00:00
1788484680000,4477.95,4478.69,4477.82,4478.28,467.0,2026-09-04 01:18:00+00:00,2026-09-03 21:18:00+00:00
1788484740000,4478.27,4478.8,4475.56,4475.83,453.0,2026-09-04 01:19:00+00:00,2026-09-03 21:19:00+00:00
1788484800000,4475.88,4476.86,4474.61,4475.64,514.0,2026-09-04 01:20:00+00:00,2026-09-03 21:20:00+00:00
1788484860000,4475.65,4476.87,4475.51,4476.26,506.0,2026-09-04 01:21:00+00:00,2026-09-03 21:21:00+00:00
1788484920000,4476.25,4478.95,4476.06,4478.62,565.0,2026-09-04 01:22:00+00:00,2026-09-03 21:22:00+00:00
1788484980000,4478.6,4478.61,4476.99,4477.81,470.0,2026-09-04 01:23:00+00:00,2026-09-03 21:23:00+00:00
1788485040000,4477.81,4478.14,4474.76,4474.81,423.0,2026-09-04 01:24:00+00:00,2026-09-03 21:24:00+00:00
1788485100000,4474.77,4475.95,4474.77,4474.95,434.0,2026-09-04 01:25:00+00:00,2026-09-03 21:25:00+00:00
1788485160000,4474.93,4475.16,4469.84,4470.18,820.0,2026-09-04 01:26:00+00:00,2026-09-03 21:26:00+00:00
1788485220000,4470.19,4470.63,4467.97,4470.07,657.0,2026-09-04 01:27:00+00:00,2026-09-03 21:27:00+00:00
1788485280000,4470.09,4471.7,4469.73,4471.26,486.0,2026-09-04 01:28:00+00:00,2026-09-03 21:28:00+00:00
1788485340000,4471.27,4471.93,4469.38,4470.99,493.0,2026-09-04 01:29:00+00:00,2026-09-03 21:29:00+00:00
1788485400000,4470.99,4472.43,4470.24,4471.15,652.0,2026-09-04 01:30:00+00:00,2026-09-03 21:30:00+00:00
1788485460000,4471.16,4472.99,4470.54,4472.21,507.0,2026-09-04 01:31:00+00:00,2026-09-03 21:31:00+00:00
1788485520000,4472.2,4472.28,4469.92,4470.79,584.0,2026-09-04 01:32:00+00:00,2026-09-03 21:32:00+00:00
1788485580000,4470.79,4471.0,4469.42,4469.51,510.0,2026-09-04 01:33:00+00:00,2026-09-03 21:33:00+00:00
1788485640000,4469.51,4470.48,4469.18,4469.8,545.0,2026-09-04 01:34:00+00:00,2026-09-03 21:34:00+00:00
1788485700000,4469.81,4472.91,4468.2,4472.87,556.0,2026-09-04 01:35:00+00:00,2026-09-03 21:35:00+00:00
1788485760000,4472.87,4474.88,4471.88,4474.88,525.0,2026-09-04 01:36:00+00:00,2026-09-03 21:36:00+00:00
