t,o,h,l,c,v,datetime_utc,datetime_est
1788537000000,4443.89,4446.11,4439.33,4439.4,2922.0,2026-09-04 15:50:00+00:00,2026-09-04 11:50:00+00:00
1788537300000,4439.41,4441.22,4435.7,4436.72,2678.0,2026-09-04 15:55:00+00:00,2026-09-04 11:55:00+00:00
1788537600000,4436.69,4440.26,4436.39,4439.59,2661.0,2026-09-04 16:00:00+00:00,2026-09-04 12:00:00+00:00
1788537900000,4439.61,4440.41,4433.6,4433.72,3003.0,2026-09-04 16:05:00+00:00,2026-09-04 12:05:00+00:00
1788538200000,4433.76,4439.44,4432.29,4438.8,3021.0,2026-09-04 16:10:00+00:00,2026-09-04 12:10:00+00:00
1788538500000,4438.77,4443.61,4437.45,4441.49,2788.0,2026-09-04 16:15:00+00:00,2026-09-04 12:15:00+00:00
1788538800000,4441.55,4442.51,4435.78,4437.92,2701.0,2026-09-04 16:20:00+00:00,2026-09-04 12:20:00+00:00
1788539100000,4437.91,4438.44,4433.31,4434.23,2857.0,2026-09-04 16:25:00+00:00,2026-09-04 12:25:00+00:00
1788539400000,4434.24,4438.92,4433.41,4437.48,2737.0,2026-09-04 16:30:00+00:00,2026-09-04 12:30:00+00:00
1788539700000,4437.48,4438.48,4436.37,4437.61,2326.0,2026-09-04 16:35:00+00:00,2026-09-04 12:35:00+00:00
1788540000000,4437.6,4439.77,4435.51,4438.07,2344.0,2026-09-04 16:40:00+00:00,2026-09-04 12:40:00+00:00
1788540300000,4438.09,4440.46,4437.43,4439.9,2370.0,2026-09-04 16:45:00+00:00,2026-09-04 12:45:00+00:00
1788540600000,4439.88,4440.32,4435.94,4436.01,2302.0,2026-09-04 16:50:00+00:00,2026-09-04 12:50:00+00:00
1788540900000,4436.0,4438.19,4434.77,4436.4,2382.0,2026-09-04 16:55:00+00:00,2026-09-04 12:55:00+00:00
1788541200000,4436.39,4436.59,4430.24,4431.42,3346.0,2026-09-04 17:00:00+00:00,2026-09-04 13:00:00+00:00
1788541500000,4431.39,4433.79,4430.31,4432.18,2828.0,2026-09-04 17:05:00+00:00,2026-09-04 13:05:00+00:00
1788541800000,4432.22,4434.78,4431.91,4433.88,2079.0,2026-09-04 17:10:00+00:00,2026-09-04 13:10:00+00:00
1788542100000,4433.87,4438.86,4433.14,4438.36,2258.0,2026-09-04 17:15:00+00:00,2026-09-04 13:15:00+00:00
1788542400000,4438.38,4440.43,4431.31,4433.3,2708.0,2026-09-04 17:20:00+00:00,2026-09-04 13:20:00+00:00
1788542700000,4433.29,4433.35,4427.53,4428.67,3202.0,2026-09-04 17:25:00+00:00,2026-09-04 13:25:00+00:00
1788543000000,4428.59,4429.83,4423.08,4424.1,2797.0,2026-09-04 17:30:00+00:00,2026-09-04 13:30:00+00:00
1788543300000,4424.09,4425.41,4421.89,4422.31,2470.0,2026-09-04 17:35:00+00:00,2026-09-04 13:35:00+00:00
1788543600000,4422.31,4422.35,4416.43,4417.28,2345.0,2026-09-04 17:40:00+00:00,2026-09-04 13:40:00+00:00
1788543900000,4417.3,4420.36,4415.58,4419.5,2667.0,2026-09-04 17:45:00+00:00,2026-09-04 13:45:00+00:00
1788544200000,4419.47,4421.38,4418.63,4419.25,2324.0,2026-09-04 17:50:00+00:00,2026-09-04 13:50:00+00:00
1788544500000,4419.24,4419.57,4416.16,4416.61,2098.0,2026-09-04 17:55:00+00:00,2026-09-04 13:55:00+00:00
1788544800000,4416.64,4417.5,4411.86,4412.68,2834.0,2026-09-04 18:00:00+00:00,2026-09-04 14:00:00+00:00
1788545100000,4412.7,4418.19,4412.14,4417.79,2827.0,2026-09-04 18:05:00+00:00,2026-09-04 14:05:00+00:00
1788545400000,4417.75,4419.8,4416.41,4419.57,2326.0,2026-09-04 18:10:00+00:00,2026-09-04 14:10:00+00:00
1788545700000,4419.56,4422.38,4419.22,4419.37,1863.0,2026-09-04 18:15:00+00:00,2026-09-04 14:15:00+00:00
1788546000000,4419.43,4424.78,4419.32,4424.66,1929.0,2026-09-04 18:20:00+00:00,2026-09-04 14:20:00+00:00
1788546300000,4424.72,4426.68,4423.53,4424.81,2082.0,2026-09-04 18:25:00+00:00,2026-09-04 14:25:00+00:00
1788546600000,4424.81,4425.21,4423.04,4425.05,1506.0,2026-09-04 18:30:00+00:00,2026-09-04 14:30:00+00:00
1788546900000,4425.03,4425.22,4421.29,4422.58,1706.0,2026-09-04 18:35:00+00:00,2026-09-04 14:35:00+00:00
1788547200000,4422.57,4425.84,4422.03,4422.95,1957.0,2026-09-04 18:40:00+00:00,2026-09-04 14:40:00+00:00
1788547500000,4422.93,4424.46,4421.98,4423.85,1463.0,2026-09-04 18:45:00+00:00,2026-09-04 14:45:00+00:00
1788547800000,4423.86,4425.5,4423.54,4425.05,1491.0,2026-09-04 18:50:00+00:00,2026-09-04 14:50:00+00:00
1788548100000,4425.04,4425.9,4423.04,4423.99,1621.0,2026-09-04 18:55:00+00:00,2026-09-04 14:55:00+00:00
1788548400000,4423.99,4425.4,4422.53,4423.53,1906.0,2026-09-04 19:00:00+00:00,2026-09-04 15:00:00+00:00
1788548700000,4423.54,4425.49,4422.76,4425.22,1663.0,2026-09-04 19:05:00+00:00,2026-09-04 15:05:00+00:00
1788549000000,4425.23,4430.06,4424.81,4429.17,1955.0,2026-09-04 19:10:00+00:00,2026-09-04 15:10:00+00:00
1788549300000,4429.16,4432.08,4428.5,4428.93,1682.0,2026-09-04 19:15:00+00:00,2026-09-04 15:15:00+00:00
1788549600000,4428.89,4431.17,4426.93,4431.0,1396.0,2026-09-04 19:20:00+00:00,2026-09-04 15:20:00+00:00
1788549900000,4430.99,4435.88,4430.14,4435.61,1910.0,2026-09-04 19:25:00+00:00,2026-09-04 15:25:00+00:00
1788550200000,4435.6,4438.38,4434.16,4437.66,2191.0,2026-09-04 19:30:00+00:00,2026-09-04 15:30:00+00:00
1788550500000,4437.65,4437.7,4435.2,4436.53,1621.0,2026-09-04 19:35:00+00:00,2026-09-04 15:35:00+00:00
1788550800000,4436.5,4437.56,4435.0,4436.99,1641.0,2026-09-04 19:40:00+00:00,2026-09-04 15:40:00+00:00
1788551100000,4436.99,4437.4,4433.49,4435.26,1603.0,2026-09-04 19:45:00+00:00,2026-09-04 15:45:00+00:00
1788551400000,4435.27,4436.34,4434.12,4436.23,2083.0,2026-09-04 19:50:00+00:00,2026-09-04 15:50:00+00:00
1788551700000,4436.21,4436.24,4432.75,4434.83,2442.0,2026-09-04 19:55:00+00:00,2026-09-04 15:55:00+00:00
1788552000000,4434.85,4435.26,4432.22,4432.75,1459.0,2026-09-04 20:00:00+00:00,2026-09-04 16:00:00+00:00
1788552300000,4432.71,4432.78,4431.17,4431.86,990.0,2026-09-04 20:05:00+00:00,2026-09-04 16:05:00+00:00
1788552600000,4431.88,4432.58,4430.95,4431.71,776.0,2026-09-04 20:10:00+00:00,2026-09-04 16:10:00+00:00
1788552900000,4431.7,4431.84,4430.09,4430.98,730.0,2026-09-04 20:15:00+00:00,2026-09-04 16:15:00+00:00
1788553200000,4430.99,4431.32,4430.15,4430.2,679.0,2026-09-04 20:20:00+00:00,2026-09-04 16:20:00+00:00
1788553500000,4430.18,4430.92,4429.51,4430.08,768.0,2026-09-04 20:25:00+00:00,2026-09-04 16:25:00+00:00
1788553800000,4430.07,4430.07,4429.1,4429.58,688.0,2026-09-04 20:30:00+00:00,2026-09-04 16:30:00+00:00
1788554100000,4429.58,4430.89,4429.49,4430.57,553.0,2026-09-04 20:35:00+00:00,2026-09-04 16:35:00+00:00
1788554400000,4430.51,4430.69,4429.16,4430.4,454.0,2026-09-04 20:40:00+00:00,2026-09-04 16:40:00+00:00
1788554700000,4430.45,4430.53,4428.51,4428.68,465.0,2026-09-04 20:45:00+00:00,2026-09-04 16:45:00+00:00
1788555000000,4428.65,4431.26,4428.62,4430.94,387.0,2026-09-04 20:50:00+00:00,2026-09-04 16:50:00+00:00
1788555300000,4430.92,4431.35,4429.53,4430.01,823.0,2026-09-04 20:55:00+00:00,2026-09-04 16:55:00+00:00
